"detail_id","parent_detail_id","wbs_id","detail_level","detail_name","fy","cost_component","amount_musd","amount_usd","cost_scope","basis_type","source_id","traceability_note"
"D-1.8-LABOR-FY2028","D-1.8-LABOR","1.8","3","Canadarm3 labor cost FY2028","FY2028","labor","37.4","37400000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-MATERIAL-FY2028","D-1.8-MATERIAL","1.8","3","Canadarm3 material cost FY2028","FY2028","material","20.4","20400000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-INTEGRATION-FY2029","D-1.8-INTEGRATION","1.8","3","Canadarm3 integration cost FY2029","FY2029","integration","8.2","8200000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-LABOR-FY2029","D-1.8-LABOR","1.8","3","Canadarm3 labor cost FY2029","FY2029","labor","30.3","30300000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-MATERIAL-FY2029","D-1.8-MATERIAL","1.8","3","Canadarm3 material cost FY2029","FY2029","material","16.5","16500000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-INTEGRATION-FY2030","D-1.8-INTEGRATION","1.8","3","Canadarm3 integration cost FY2030","FY2030","integration","9.3","9300000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-LABOR-FY2030","D-1.8-LABOR","1.8","3","Canadarm3 labor cost FY2030","FY2030","labor","34.1","34100000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-MATERIAL-FY2030","D-1.8-MATERIAL","1.8","3","Canadarm3 material cost FY2030","FY2030","material","18.6","18600000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-INTEGRATION-FY2031","D-1.8-INTEGRATION","1.8","3","Canadarm3 integration cost FY2031","FY2031","integration","7.4","7400000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-LABOR-FY2031","D-1.8-LABOR","1.8","3","Canadarm3 labor cost FY2031","FY2031","labor","26.9","26900000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.8-MATERIAL-FY2031","D-1.8-MATERIAL","1.8","3","Canadarm3 material cost FY2031","FY2031","material","14.7","14700000","program_reference_partner_value","partner_reference_plus_integration_estimate","INT-001;WEB-008;WEB-009","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-TOTAL","","1.9","1","Integration Assembly and Test total current cost","","total","388","388000000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Rollup node for grouped current cost by WBS branch."
"D-1.9-INTEGRATION","D-1.9-TOTAL","1.9","2","Integration Assembly and Test integration cost","","integration","58","58000000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.9-LABOR","D-1.9-TOTAL","1.9","2","Integration Assembly and Test labor cost","","labor","213.6","213600000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.9-MATERIAL","D-1.9-TOTAL","1.9","2","Integration Assembly and Test material cost","","material","116.4","116400000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.9-INTEGRATION-FY2023","D-1.9-INTEGRATION","1.9","3","Integration Assembly and Test integration cost FY2023","FY2023","integration","3.3","3300000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-LABOR-FY2023","D-1.9-LABOR","1.9","3","Integration Assembly and Test labor cost FY2023","FY2023","labor","12.1","12100000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-MATERIAL-FY2023","D-1.9-MATERIAL","1.9","3","Integration Assembly and Test material cost FY2023","FY2023","material","6.6","6600000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-INTEGRATION-FY2024","D-1.9-INTEGRATION","1.9","3","Integration Assembly and Test integration cost FY2024","FY2024","integration","8.2","8200000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-LABOR-FY2024","D-1.9-LABOR","1.9","3","Integration Assembly and Test labor cost FY2024","FY2024","labor","30.3","30300000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-MATERIAL-FY2024","D-1.9-MATERIAL","1.9","3","Integration Assembly and Test material cost FY2024","FY2024","material","16.5","16500000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-INTEGRATION-FY2025","D-1.9-INTEGRATION","1.9","3","Integration Assembly and Test integration cost FY2025","FY2025","integration","14.2","14200000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-LABOR-FY2025","D-1.9-LABOR","1.9","3","Integration Assembly and Test labor cost FY2025","FY2025","labor","52.3","52300000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-MATERIAL-FY2025","D-1.9-MATERIAL","1.9","3","Integration Assembly and Test material cost FY2025","FY2025","material","28.5","28500000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-INTEGRATION-FY2026","D-1.9-INTEGRATION","1.9","3","Integration Assembly and Test integration cost FY2026","FY2026","integration","17.2","17200000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-LABOR-FY2026","D-1.9-LABOR","1.9","3","Integration Assembly and Test labor cost FY2026","FY2026","labor","63.3","63300000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-MATERIAL-FY2026","D-1.9-MATERIAL","1.9","3","Integration Assembly and Test material cost FY2026","FY2026","material","34.5","34500000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-INTEGRATION-FY2027","D-1.9-INTEGRATION","1.9","3","Integration Assembly and Test integration cost FY2027","FY2027","integration","9.3","9300000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-LABOR-FY2027","D-1.9-LABOR","1.9","3","Integration Assembly and Test labor cost FY2027","FY2027","labor","34.1","34100000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-MATERIAL-FY2027","D-1.9-MATERIAL","1.9","3","Integration Assembly and Test material cost FY2027","FY2027","material","18.6","18600000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-INTEGRATION-FY2028","D-1.9-INTEGRATION","1.9","3","Integration Assembly and Test integration cost FY2028","FY2028","integration","3.3","3300000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-LABOR-FY2028","D-1.9-LABOR","1.9","3","Integration Assembly and Test labor cost FY2028","FY2028","labor","12.1","12100000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-MATERIAL-FY2028","D-1.9-MATERIAL","1.9","3","Integration Assembly and Test material cost FY2028","FY2028","material","6.6","6600000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-INTEGRATION-FY2029","D-1.9-INTEGRATION","1.9","3","Integration Assembly and Test integration cost FY2029","FY2029","integration","1.8","1800000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-LABOR-FY2029","D-1.9-LABOR","1.9","3","Integration Assembly and Test labor cost FY2029","FY2029","labor","6.6","6600000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-MATERIAL-FY2029","D-1.9-MATERIAL","1.9","3","Integration Assembly and Test material cost FY2029","FY2029","material","3.6","3600000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-INTEGRATION-FY2030","D-1.9-INTEGRATION","1.9","3","Integration Assembly and Test integration cost FY2030","FY2030","integration","0.7","700000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-LABOR-FY2030","D-1.9-LABOR","1.9","3","Integration Assembly and Test labor cost FY2030","FY2030","labor","2.8","2800000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.9-MATERIAL-FY2030","D-1.9-MATERIAL","1.9","3","Integration Assembly and Test material cost FY2030","FY2030","material","1.5","1500000","program_reference_nasa_led","facility_test_build_up","INT-003;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-TOTAL","","1.10","1","Launch Services total current cost","","total","557","557000000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Rollup node for grouped current cost by WBS branch."
"D-1.10-INTEGRATION","D-1.10-TOTAL","1.10","2","Launch Services integration cost","","integration","83.4","83400000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.10-LABOR","D-1.10-TOTAL","1.10","2","Launch Services labor cost","","labor","306.5","306500000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.10-MATERIAL","D-1.10-TOTAL","1.10","2","Launch Services material cost","","material","167.1","167100000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.10-INTEGRATION-FY2021","D-1.10-INTEGRATION","1.10","3","Launch Services integration cost FY2021","FY2021","integration","1.8","1800000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-LABOR-FY2021","D-1.10-LABOR","1.10","3","Launch Services labor cost FY2021","FY2021","labor","6.6","6600000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-MATERIAL-FY2021","D-1.10-MATERIAL","1.10","3","Launch Services material cost FY2021","FY2021","material","3.6","3600000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-INTEGRATION-FY2022","D-1.10-INTEGRATION","1.10","3","Launch Services integration cost FY2022","FY2022","integration","2.7","2700000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-LABOR-FY2022","D-1.10-LABOR","1.10","3","Launch Services labor cost FY2022","FY2022","labor","9.9","9900000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-MATERIAL-FY2022","D-1.10-MATERIAL","1.10","3","Launch Services material cost FY2022","FY2022","material","5.4","5400000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-INTEGRATION-FY2023","D-1.10-INTEGRATION","1.10","3","Launch Services integration cost FY2023","FY2023","integration","3.3","3300000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-LABOR-FY2023","D-1.10-LABOR","1.10","3","Launch Services labor cost FY2023","FY2023","labor","12.1","12100000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-MATERIAL-FY2023","D-1.10-MATERIAL","1.10","3","Launch Services material cost FY2023","FY2023","material","6.6","6600000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-INTEGRATION-FY2024","D-1.10-INTEGRATION","1.10","3","Launch Services integration cost FY2024","FY2024","integration","4.2","4200000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-LABOR-FY2024","D-1.10-LABOR","1.10","3","Launch Services labor cost FY2024","FY2024","labor","15.4","15400000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-MATERIAL-FY2024","D-1.10-MATERIAL","1.10","3","Launch Services material cost FY2024","FY2024","material","8.4","8400000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-INTEGRATION-FY2025","D-1.10-INTEGRATION","1.10","3","Launch Services integration cost FY2025","FY2025","integration","5.2","5200000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-LABOR-FY2025","D-1.10-LABOR","1.10","3","Launch Services labor cost FY2025","FY2025","labor","19.3","19300000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-MATERIAL-FY2025","D-1.10-MATERIAL","1.10","3","Launch Services material cost FY2025","FY2025","material","10.5","10500000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-INTEGRATION-FY2026","D-1.10-INTEGRATION","1.10","3","Launch Services integration cost FY2026","FY2026","integration","7.8","7800000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-LABOR-FY2026","D-1.10-LABOR","1.10","3","Launch Services labor cost FY2026","FY2026","labor","28.6","28600000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-MATERIAL-FY2026","D-1.10-MATERIAL","1.10","3","Launch Services material cost FY2026","FY2026","material","15.6","15600000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-INTEGRATION-FY2027","D-1.10-INTEGRATION","1.10","3","Launch Services integration cost FY2027","FY2027","integration","28.5","28500000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-LABOR-FY2027","D-1.10-LABOR","1.10","3","Launch Services labor cost FY2027","FY2027","labor","104.5","104500000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-MATERIAL-FY2027","D-1.10-MATERIAL","1.10","3","Launch Services material cost FY2027","FY2027","material","57","57000000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-INTEGRATION-FY2028","D-1.10-INTEGRATION","1.10","3","Launch Services integration cost FY2028","FY2028","integration","3.3","3300000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-LABOR-FY2028","D-1.10-LABOR","1.10","3","Launch Services labor cost FY2028","FY2028","labor","12.1","12100000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-MATERIAL-FY2028","D-1.10-MATERIAL","1.10","3","Launch Services material cost FY2028","FY2028","material","6.6","6600000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-INTEGRATION-FY2029","D-1.10-INTEGRATION","1.10","3","Launch Services integration cost FY2029","FY2029","integration","12.7","12700000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-LABOR-FY2029","D-1.10-LABOR","1.10","3","Launch Services labor cost FY2029","FY2029","labor","46.8","46800000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-MATERIAL-FY2029","D-1.10-MATERIAL","1.10","3","Launch Services material cost FY2029","FY2029","material","25.5","25500000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-INTEGRATION-FY2030","D-1.10-INTEGRATION","1.10","3","Launch Services integration cost FY2030","FY2030","integration","7.8","7800000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-LABOR-FY2030","D-1.10-LABOR","1.10","3","Launch Services labor cost FY2030","FY2030","labor","28.6","28600000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-MATERIAL-FY2030","D-1.10-MATERIAL","1.10","3","Launch Services material cost FY2030","FY2030","material","15.6","15600000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-INTEGRATION-FY2031","D-1.10-INTEGRATION","1.10","3","Launch Services integration cost FY2031","FY2031","integration","6.1","6100000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-LABOR-FY2031","D-1.10-LABOR","1.10","3","Launch Services labor cost FY2031","FY2031","labor","22.6","22600000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.10-MATERIAL-FY2031","D-1.10-MATERIAL","1.10","3","Launch Services material cost FY2031","FY2031","material","12.3","12300000","program_reference_nasa_led","launch_service_and_campaign_estimate","WEB-004;INT-003","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-TOTAL","","1.11","1","Ground Systems total current cost","","total","348","348000000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Rollup node for grouped current cost by WBS branch."
"D-1.11-INTEGRATION","D-1.11-TOTAL","1.11","2","Ground Systems integration cost","","integration","34.8","34800000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.11-LABOR","D-1.11-TOTAL","1.11","2","Ground Systems labor cost","","labor","243.6","243600000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.11-MATERIAL","D-1.11-TOTAL","1.11","2","Ground Systems material cost","","material","69.6","69600000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.11-INTEGRATION-FY2020","D-1.11-INTEGRATION","1.11","3","Ground Systems integration cost FY2020","FY2020","integration","0.8","800000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-LABOR-FY2020","D-1.11-LABOR","1.11","3","Ground Systems labor cost FY2020","FY2020","labor","5.6","5600000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-MATERIAL-FY2020","D-1.11-MATERIAL","1.11","3","Ground Systems material cost FY2020","FY2020","material","1.6","1600000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-INTEGRATION-FY2021","D-1.11-INTEGRATION","1.11","3","Ground Systems integration cost FY2021","FY2021","integration","1.5","1500000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-LABOR-FY2021","D-1.11-LABOR","1.11","3","Ground Systems labor cost FY2021","FY2021","labor","10.5","10500000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-MATERIAL-FY2021","D-1.11-MATERIAL","1.11","3","Ground Systems material cost FY2021","FY2021","material","3","3000000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-INTEGRATION-FY2022","D-1.11-INTEGRATION","1.11","3","Ground Systems integration cost FY2022","FY2022","integration","2.5","2500000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-LABOR-FY2022","D-1.11-LABOR","1.11","3","Ground Systems labor cost FY2022","FY2022","labor","17.5","17500000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-MATERIAL-FY2022","D-1.11-MATERIAL","1.11","3","Ground Systems material cost FY2022","FY2022","material","5","5000000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-INTEGRATION-FY2023","D-1.11-INTEGRATION","1.11","3","Ground Systems integration cost FY2023","FY2023","integration","3.2","3200000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-LABOR-FY2023","D-1.11-LABOR","1.11","3","Ground Systems labor cost FY2023","FY2023","labor","22.4","22400000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-MATERIAL-FY2023","D-1.11-MATERIAL","1.11","3","Ground Systems material cost FY2023","FY2023","material","6.4","6400000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-INTEGRATION-FY2024","D-1.11-INTEGRATION","1.11","3","Ground Systems integration cost FY2024","FY2024","integration","3.8","3800000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-LABOR-FY2024","D-1.11-LABOR","1.11","3","Ground Systems labor cost FY2024","FY2024","labor","26.6","26600000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-MATERIAL-FY2024","D-1.11-MATERIAL","1.11","3","Ground Systems material cost FY2024","FY2024","material","7.6","7600000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-INTEGRATION-FY2025","D-1.11-INTEGRATION","1.11","3","Ground Systems integration cost FY2025","FY2025","integration","4.2","4200000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-LABOR-FY2025","D-1.11-LABOR","1.11","3","Ground Systems labor cost FY2025","FY2025","labor","29.4","29400000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-MATERIAL-FY2025","D-1.11-MATERIAL","1.11","3","Ground Systems material cost FY2025","FY2025","material","8.4","8400000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-INTEGRATION-FY2026","D-1.11-INTEGRATION","1.11","3","Ground Systems integration cost FY2026","FY2026","integration","3.8","3800000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-LABOR-FY2026","D-1.11-LABOR","1.11","3","Ground Systems labor cost FY2026","FY2026","labor","26.6","26600000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-MATERIAL-FY2026","D-1.11-MATERIAL","1.11","3","Ground Systems material cost FY2026","FY2026","material","7.6","7600000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-INTEGRATION-FY2027","D-1.11-INTEGRATION","1.11","3","Ground Systems integration cost FY2027","FY2027","integration","3.5","3500000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
